key,name,industry,description,idea_slug,mapped_by
S5E41P753,Orbit Wallet,Others,One tap smart card,hardware-product-startup,smart|device|detector|disposal|deterrence|machine|lock|invention|automatic|autonomous|portable|wearable|3d printing|drone|television|speaker|audio|headphone|jet spray|urinal|cradle|fan rod|drinking shield|storage|fire extinguisher|cooker|cooling|billing|lighting|dryer|stick|telescope|card|currency|packaging|chemical|contamination|pipelines|congestion|fuel|mosquito|material|mats|panels|restoration|construction|robot|attachment|ashtray|mirroring|sauna|glass
S5E41P754,Hobfit,Fitness/Sports/Outdoors,Women focused fitness tracking app,consumer-app-startup,.
S5E42P755,Shichisoru,Children/Education,Collectible characters,toys-and-games-brand,toy|doll|busy board|games|collectible
S5E42P756,Rimigo,Technology/Software,AI generated iteneries platform,consumer-app-startup,.
S5E42P757,Everaw,Food and Beverage,Fruit spread and snacks,pickle-and-papad-brand,pickle|chutney|sauce|relish|jam|marinade|fruit spread|mukhwas|mouth fresh
S5E43P758,Coro,Business Services,Family first co-working hub,coworking-and-coliving,co-?working|co-?living|working spaces|accomodation|student housing
S5E43P759,Luzo,Beauty/Fashion,Salon and Spa discovery app,beauty-salon,salon|skincare services|bra fitting
S5E43P760,F2Fintech,Technology/Software,AI powered digital lending platform,consumer-app-startup,.
S5E44P761,Wellwith,Beauty/Fashion,Sea-buckthorn based wellness brand,nutrition-supplements-brand,sea-buckthorn
S5E44P762,Indian Hair World,Beauty/Fashion,Hair patches and extension brand,personal-care-brand,skin|\bhair|beauty|cosmetic|makeup|make-up|perfume|fragrance|attar|deo|toilet spray|intimate hygiene|urine bag|waterless bathing|oil|cigarette|cannabis|care products|toothpaste|toothbrush|diaper|home care|belly button
S5E44P763,awenest,Beauty/Fashion,Clean home and personal care products,personal-care-brand,skin|\bhair|beauty|cosmetic|makeup|make-up|perfume|fragrance|attar|deo|toilet spray|intimate hygiene|urine bag|waterless bathing|oil|cigarette|cannabis|care products|toothpaste|toothbrush|diaper|home care|belly button
S5E45P764,HOOKd,Food and Beverage,Chicken chips brand,poultry-farm,chicken chips
S5E45P765,Littlecherrymom,Food and Beverage,Nutritious snacks for kids,healthy-snacks-brand,snack|chips|nachos|nuts|dry fruits|popcorn|muesli|granola|energy bar|protein bar|bars\b|peanut butter|millet|superfood|super food|guilt|protein|diabetes|gluten|healthy|nutri|kamdhenu|puranpoli|ayurvedic enriched|wellness in the form
S5E45P766,Stubb,Lifestyle/Home,Portable ashtray brand,hardware-product-startup,smart|device|detector|disposal|deterrence|machine|lock|invention|automatic|autonomous|portable|wearable|3d printing|drone|television|speaker|audio|headphone|jet spray|urinal|cradle|fan rod|drinking shield|storage|fire extinguisher|cooker|cooling|billing|lighting|dryer|stick|telescope|card|currency|packaging|chemical|contamination|pipelines|congestion|fuel|mosquito|material|mats|panels|restoration|construction|robot|attachment|ashtray|mirroring|sauna|glass
S5E45P767,Soil Sens,Agriculture,Soil intelligence tools,agritech-devices,.
S5E46P768,Flashoot,Technology/Software,Real time content creation platform,consumer-app-startup,.
S5E46P769,Nap Tap Go,Fitness/Sports/Outdoors,POD hotel chain capsule pod hotels,capsule-and-budget-hotel,pod hotel
S5E46P770,Blr Pods,Fitness/Sports/Outdoors,Japanese style capsule pod hotels,capsule-and-budget-hotel,pod hotel
S5E47P771,Nytarra,Lifestyle/Home,Home freshner brand,home-cleaning-products-brand,clean|detergent|undergarment wash|freshner|air purifier
S5E47P772,BYLX,Fitness/Sports/Outdoors,Archery equipment brand,sports-goods-brand,bat|bowling|paddle|archery|shop|skateboard|gear|equipment|tools|sportswear|apparel|peripherals
S5E47P773,Greenpista,Others,Marketplace for currency notes,consumer-app-startup,override
S5E48P774,CTRUH,Technology/Software,AI-powered XR commerce studio,consumer-app-startup,.
S5E48P775,Steam PRO,Lifestyle/Home,Home steam and Sauna solution,hardware-product-startup,smart|device|detector|disposal|deterrence|machine|lock|invention|automatic|autonomous|portable|wearable|3d printing|drone|television|speaker|audio|headphone|jet spray|urinal|cradle|fan rod|drinking shield|storage|fire extinguisher|cooker|cooling|billing|lighting|dryer|stick|telescope|card|currency|packaging|chemical|contamination|pipelines|congestion|fuel|mosquito|material|mats|panels|restoration|construction|robot|attachment|ashtray|mirroring|sauna|glass
S5E48P776,Uptown,Business Services,Coliving and accomodation,coworking-and-coliving,co-?working|co-?living|working spaces|accomodation|student housing
S5E49P777,Korin Mi,Beauty/Fashion,Korean hair and skincare brand,personal-care-brand,skin|\bhair|beauty|cosmetic|makeup|make-up|perfume|fragrance|attar|deo|toilet spray|intimate hygiene|urine bag|waterless bathing|oil|cigarette|cannabis|care products|toothpaste|toothbrush|diaper|home care|belly button
S5E49P778,Dent@home,Medical/Health,At-home dental care brand,personal-care-brand,nasal strip|body adhesive|period panties|dental care brand|cannabis|cannibis
S5E49P779,Marbleous,Lifestyle/Home,Marble based home decor brand,handcrafted-home-decor,"decor|handicraft|handcrafted|artisan|art & craft|art by|mural|neon|rug|clay|copper|brass|marble|handmade|hand-painted|design, aesthetics"
S5E50P780,Fitkin,Beauty/Fashion,Women's active wear brand,d2c-apparel-brand,wear|cloth|apparel|fashion|lifestyle products for women|dress|denim|streetwear|lingerie|swim|underwear|innerwear|shapewear|petticoat|sleeves|abaya|kurta|sarees|sikh|tactical|vest|maternity|textile
S5E50P781,Kind Fertility,Medical/Health,At-home fertility testing kits,medical-devices-startup,device|machine|system|test|wearable|monitor|stethoscope|prosthetic|kit|wheelchair|ecg|eeg|headband|hearing|screening|diagnos|dialysis|cooling|uroflow|dental|orthotic|aid
S5E50P782,Namovardan,Agriculture,Cow dung and urine collection devices,agritech-devices,.
S5E51P783,Circato,Green/CleanTech,Plastic waste based construction solutions,recycling-and-waste,override
S5E51P784,Green Avartan,Green/CleanTech,Solid waste recycling company,recycling-and-waste,waste|scrap|recycl|compost|upcycl|plastic
S5E51P785,Dharti Amrit,Green/CleanTech,Afforestation initiatives company,eco-friendly-products-brand,\beco|sustainab|bamboo|bioplastic|afforestation|climate|biodegrad|paper goods|handmade paper
S5E52P786,Two Words Away,Technology/Software,Private event platform,consumer-app-startup,.
S5E52P787,Floreal,Beauty/Fashion,Crochet gifting brand,custom-gifting-store,gift
S5E52P788,My Perro,Animal/Pets,Smart pets gps and health tracker,hardware-product-startup,gps|tracker|dna
S5E52P789,Peer X,Technology/Software,Student opportunities platform,consumer-app-startup,.
